sample_id,split,epoch,noisy_label,clean_label,per_sample_loss,per_sample_probs,predictive_entropy
20783,train,0,1,1,1.4082789421081543,"[0.06331447511911392, 0.24456383287906647, 0.016039634123444557, 0.014488487504422665, 0.007151216268539429, 0.0123148737475276, 0.004163017496466637, 0.012514209374785423, 0.07023157924413681, 0.5552185773849487]",1.3271163702011108
3216,train,0,9,9,2.32877779006958,"[0.11760587245225906, 0.09309342503547668, 0.09939204901456833, 0.030320847406983376, 0.13482564687728882, 0.09635607898235321, 0.027319004759192467, 0.28852522373199463, 0.015147130005061626, 0.09741474688053131]",2.051117181777954
15400,train,0,7,7,2.1847047805786133,"[0.042718082666397095, 0.05233317241072655, 0.10332363098859787, 0.23325589299201965, 0.08754734694957733, 0.18495798110961914, 0.13063184916973114, 0.11251091957092285, 0.011538555845618248, 0.04118254780769348]",2.0830531120300293
39956,train,0,8,8,0.3540480136871338,"[0.1545431911945343, 0.03455555438995361, 0.011562062427401543, 0.008257361128926277, 0.006374243646860123, 0.004312862642109394, 0.003483546432107687, 0.004651264287531376, 0.7018412351608276, 0.07041867822408676]",1.0317728519439697
3880,train,0,0,0,1.4226560592651367,"[0.2410728484392166, 0.21782128512859344, 0.06383077055215836, 0.016892485320568085, 0.07854816317558289, 0.02869938686490059, 0.04083443805575371, 0.0555739589035511, 0.04997900873422623, 0.20674772560596466]",1.98808753490448
2389,train,0,1,1,1.1577329635620117,"[0.08369842916727066, 0.31419768929481506, 0.01126823853701353, 0.011177648790180683, 0.006855782121419907, 0.008805101737380028, 0.0036500291898846626, 0.00834086537361145, 0.07505816966295242, 0.4769481122493744]",1.3558623790740967
4400,train,0,2,4,1.8100714683532715,"[0.08576083183288574, 0.03897948935627937, 0.16364243626594543, 0.12463150918483734, 0.21462465822696686, 0.14490176737308502, 0.08079437166452408, 0.10518647730350494, 0.023760057985782623, 0.017718451097607613]",2.1035099029541016
19872,train,0,3,3,2.270188093185425,"[0.0553126186132431, 0.06454090774059296, 0.13038864731788635, 0.10329274088144302, 0.10597524046897888, 0.1319240927696228, 0.21737776696681976, 0.09074866771697998, 0.018213918432593346, 0.08222537487745285]",2.1700873374938965
28366,train,0,7,7,3.8753509521484375,"[0.28391313552856445, 0.14927729964256287, 0.02579372376203537, 0.014675731770694256, 0.013437499292194843, 0.010682529769837856, 0.007304384373128414, 0.020747054368257523, 0.14034707844257355, 0.3338216245174408]",1.6622655391693115
30290,train,0,5,5,1.0103009939193726,"[0.025988934561610222, 0.03513060137629509, 0.12198539823293686, 0.13469171524047852, 0.1026310995221138, 0.3641093671321869, 0.02435101754963398, 0.17286033928394318, 0.005632558837532997, 0.012619041837751865]",1.8189139366149902
49627,train,0,7,7,2.248223304748535,"[0.0739022046327591, 0.08452463895082474, 0.13037730753421783, 0.19538617134094238, 0.06258279830217361, 0.13557106256484985, 0.05950886383652687, 0.10558663308620453, 0.03737073019146919, 0.11518962681293488]",2.207406520843506
