sample_id,split,epoch,noisy_label,clean_label,per_sample_loss,per_sample_probs,predictive_entropy
36860,train,0,2,2,1.3774117231369019,"[0.023516179993748665, 0.03590298071503639, 0.2522304952144623, 0.10030148178339005, 0.1683584302663803, 0.06437069177627563, 0.24952960014343262, 0.06688690185546875, 0.023263856768608093, 0.01563934050500393]",1.9420663118362427
17155,train,0,3,3,1.2472355365753174,"[0.029955876991152763, 0.029850831255316734, 0.09193455427885056, 0.28729790449142456, 0.09037604182958603, 0.25128257274627686, 0.030837208032608032, 0.16483023762702942, 0.012495243921875954, 0.011139549314975739]",1.8612669706344604
11989,train,0,0,0,3.6264429092407227,"[0.02661067061126232, 0.042491208761930466, 0.08525991439819336, 0.2957918643951416, 0.078261598944664, 0.24127960205078125, 0.057056162506341934, 0.14573505520820618, 0.01288511510938406, 0.014628741890192032]",1.9053130149841309
9710,train,0,9,3,4.728379726409912,"[0.03579256683588028, 0.03326503187417984, 0.22318333387374878, 0.16350089013576508, 0.158416286110878, 0.17594937980175018, 0.05365929380059242, 0.12511713802814484, 0.022275235503911972, 0.008840780705213547]",2.0043787956237793
44781,train,0,1,5,3.3867645263671875,"[0.014681675471365452, 0.03381791710853577, 0.048750560730695724, 0.27795252203941345, 0.06054561212658882, 0.2656952142715454, 0.061180952936410904, 0.2177608609199524, 0.007470777723938227, 0.01214385312050581]",1.7946220636367798
38906,train,0,4,4,2.1570191383361816,"[0.022680096328258514, 0.03443097323179245, 0.18717916309833527, 0.20248737931251526, 0.11566939949989319, 0.1566845029592514, 0.1597314178943634, 0.08954278379678726, 0.01562630571424961, 0.015967974439263344]",2.0189332962036133
22917,train,0,9,9,2.1888880729675293,"[0.0820075049996376, 0.18538539111614227, 0.07434073090553284, 0.0871770977973938, 0.1000409796833992, 0.06711684912443161, 0.12586550414562225, 0.07653672993183136, 0.08948798477649689, 0.11204127967357635]",2.2538580894470215
36443,train,0,9,8,1.5730807781219482,"[0.061466820538043976, 0.21031640470027924, 0.06389334797859192, 0.056892555207014084, 0.07276611030101776, 0.039000559598207474, 0.06434880197048187, 0.033051617443561554, 0.1908586025238037, 0.2074052095413208]",2.0869994163513184
14256,train,0,3,4,1.1337794065475464,"[0.025510273873806, 0.049148380756378174, 0.06261835992336273, 0.32181471586227417, 0.05629314109683037, 0.1865938901901245, 0.15392836928367615, 0.09395955502986908, 0.014269090257585049, 0.0358642041683197]",1.945495843887329
39766,train,0,4,8,1.9985443353652954,"[0.058113593608140945, 0.14940522611141205, 0.07666704803705215, 0.06274823099374771, 0.1355324238538742, 0.09649843722581863, 0.03400047495961189, 0.26943230628967285, 0.0546296089887619, 0.06297270953655243]",2.117772102355957
49166,train,0,8,8,1.0809299945831299,"[0.23372618854045868, 0.17179779708385468, 0.03250633180141449, 0.013002830557525158, 0.04911622405052185, 0.021230272948741913, 0.003670192090794444, 0.014627425000071526, 0.33927983045578003, 0.12104290723800659]",1.7447130680084229
