sample_id,split,epoch,noisy_label,clean_label,per_sample_loss,per_sample_probs,predictive_entropy
10412,train,0,2,2,2.1169509887695312,"[0.07389882206916809, 0.05013621225953102, 0.12039816379547119, 0.23294588923454285, 0.07667914777994156, 0.14316785335540771, 0.04963577911257744, 0.1647690385580063, 0.025548966601490974, 0.06282009929418564]",2.125755786895752
28644,train,0,2,6,2.735172748565674,"[0.06779508292675018, 0.2783101499080658, 0.0648827850818634, 0.10296135395765305, 0.04759872704744339, 0.06608592718839645, 0.04663892462849617, 0.05822322145104408, 0.03519535809755325, 0.232308492064476]",2.0398452281951904
25868,train,0,0,7,3.5392370223999023,"[0.02903546579182148, 0.018723322078585625, 0.29010534286499023, 0.17479591071605682, 0.1917140930891037, 0.1301441788673401, 0.04192180186510086, 0.09229907393455505, 0.009000774472951889, 0.022259965538978577]",1.903156042098999
40904,train,0,7,5,1.237878441810608,"[0.14094163477420807, 0.07971194386482239, 0.09515117853879929, 0.04721704497933388, 0.12020697444677353, 0.05380343645811081, 0.028125781565904617, 0.2899988293647766, 0.027732955291867256, 0.11711020767688751]",2.067664384841919
20472,train,0,9,9,1.059513807296753,"[0.08046112209558487, 0.3154185712337494, 0.029570776969194412, 0.053415097296237946, 0.02274472638964653, 0.02749982476234436, 0.044067125767469406, 0.02613481506705284, 0.054063670337200165, 0.3466242849826813]",1.7700055837631226
24335,train,0,4,3,3.3457603454589844,"[0.0389716774225235, 0.0205233171582222, 0.10055885463953018, 0.4350845217704773, 0.03523341566324234, 0.2587846517562866, 0.03709222376346588, 0.04778977856040001, 0.007368865422904491, 0.018592705950140953]",1.6447802782058716
13588,train,0,8,9,2.2912893295288086,"[0.13098470866680145, 0.14554749429225922, 0.07116718590259552, 0.1277400106191635, 0.02733265794813633, 0.08068357408046722, 0.044088929891586304, 0.0859164223074913, 0.1011359766125679, 0.1854030191898346]",2.1918506622314453
3093,train,0,8,8,5.154424667358398,"[0.045231882482767105, 0.020538749173283577, 0.064087875187397, 0.4383431673049927, 0.01944858580827713, 0.31267547607421875, 0.027476729825139046, 0.05035717040300369, 0.005773801822215319, 0.01606655679643154]",1.5429770946502686
37073,train,0,1,4,4.336999893188477,"[0.02292698808014393, 0.013075694441795349, 0.20457540452480316, 0.10089579224586487, 0.27888137102127075, 0.10282357782125473, 0.05151207745075226, 0.2072453647851944, 0.005314630456268787, 0.0127490796148777]",1.851738452911377
4705,train,0,5,7,1.8028438091278076,"[0.06935461610555649, 0.0663103386759758, 0.11230158805847168, 0.2387365996837616, 0.07902748882770538, 0.16482947766780853, 0.06947413831949234, 0.11508558690547943, 0.02585182897746563, 0.05902832746505737]",2.1458821296691895
44086,train,0,3,7,2.2696127891540527,"[0.1020643338561058, 0.044845275580883026, 0.15094821155071259, 0.10335220396518707, 0.1391756385564804, 0.08526577055454254, 0.06606884300708771, 0.224538654088974, 0.024614177644252777, 0.05912692844867706]",2.1498193740844727
23195,train,0,9,1,0.8728158473968506,"[0.010963927023112774, 0.5278300642967224, 0.0033861466217786074, 0.012105748057365417, 0.004461422096937895, 0.003887760452926159, 0.006564705166965723, 0.0062113176099956036, 0.006815379019826651, 0.4177734851837158]",0.9683694839477539
43845,train,0,5,3,1.367172122001648,"[0.058580443263053894, 0.038281530141830444, 0.16069307923316956, 0.33215534687042236, 0.03292478248476982, 0.2548265755176544, 0.026459764689207077, 0.05422576889395714, 0.011243547312915325, 0.03060919977724552]",1.823103666305542
46364,train,0,7,7,0.2528840899467468,"[0.025918005034327507, 0.02364390157163143, 0.028974328190088272, 0.025460608303546906, 0.03260572627186775, 0.04228276386857033, 0.006295934319496155, 0.7765578627586365, 0.007253268267959356, 0.03100760281085968]",0.9963738918304443
48550,train,0,8,8,1.7622401714324951,"[0.06449324637651443, 0.2348373979330063, 0.05266249552369118, 0.10386936366558075, 0.0367731899023056, 0.06837243586778641, 0.04798903688788414, 0.03708687052130699, 0.17165988683700562, 0.18225602805614471]",2.0928635597229004
38303,train,0,5,5,1.5742851495742798,"[0.051398616284132004, 0.06990616768598557, 0.11087977141141891, 0.19022031128406525, 0.06387967616319656, 0.20715557038784027, 0.03952747583389282, 0.17381294071674347, 0.020116738975048065, 0.0731026902794838]",2.101579189300537
20082,train,0,0,8,2.320265054702759,"[0.09824755787849426, 0.12527135014533997, 0.03438521549105644, 0.05193210020661354, 0.01856849528849125, 0.03074006736278534, 0.03585852310061455, 0.03779935836791992, 0.3873288333415985, 0.17986853420734406]",1.8578310012817383
40623,train,0,4,2,1.8103543519973755,"[0.013445203192532063, 0.015797702595591545, 0.08338991552591324, 0.1166456863284111, 0.16359615325927734, 0.03081345558166504, 0.5326070785522461, 0.03209147974848747, 0.004559744149446487, 0.007053592707961798]",1.4900615215301514
