sample_id,split,epoch,noisy_label,clean_label,per_sample_loss,per_sample_probs,predictive_entropy
40032,train,0,2,2,1.7338101863861084,"[0.022133130580186844, 0.025583669543266296, 0.17661021649837494, 0.10830870270729065, 0.32453614473342896, 0.18145033717155457, 0.06276161223649979, 0.08411461859941483, 0.010923917405307293, 0.0035776786971837282]",1.851471185684204
26034,train,0,2,2,2.7256901264190674,"[0.027731243520975113, 0.06268930435180664, 0.06550098210573196, 0.1640019714832306, 0.10882329940795898, 0.3823032081127167, 0.0391126349568367, 0.09306875616312027, 0.03582580387592316, 0.020942797884345055]",1.905039668083191
2027,train,0,0,0,3.2721633911132812,"[0.03792428970336914, 0.2617035508155823, 0.016559526324272156, 0.005771485157310963, 0.014509866014122963, 0.006533089559525251, 0.007299772929400206, 0.0038759191520512104, 0.5189182758331299, 0.1269041895866394]",1.3266870975494385
46462,train,0,8,8,0.8751235604286194,"[0.05405447259545326, 0.33614736795425415, 0.022632574662566185, 0.008007992058992386, 0.023619672283530235, 0.007942110300064087, 0.009412702172994614, 0.003471728879958391, 0.416810542345047, 0.1179007962346077]",1.4558613300323486
40452,train,0,3,2,1.882493019104004,"[0.023610927164554596, 0.03599007800221443, 0.11703962087631226, 0.15221016108989716, 0.18625953793525696, 0.30957216024398804, 0.059445250779390335, 0.09269589930772781, 0.016098566353321075, 0.007077849470078945]",1.9115126132965088
32464,train,0,8,8,0.7704524993896484,"[0.07206212729215622, 0.2185320258140564, 0.02907220460474491, 0.015839485451579094, 0.02452641725540161, 0.015591460280120373, 0.011177971959114075, 0.008256582543253899, 0.46280357241630554, 0.14213813841342926]",1.5699338912963867
13677,train,0,2,2,2.6226768493652344,"[0.022573821246623993, 0.06243909150362015, 0.07260825484991074, 0.09224101155996323, 0.12510643899440765, 0.37363195419311523, 0.04735836014151573, 0.16836194694042206, 0.020196737721562386, 0.015482422895729542]",1.8846533298492432
6086,train,0,8,8,2.3122496604919434,"[0.03661367669701576, 0.22058629989624023, 0.03988092020153999, 0.143584743142128, 0.04072467237710953, 0.2604927718639374, 0.043736230581998825, 0.03398473933339119, 0.09903819113969803, 0.08135771751403809]",2.0273590087890625
7878,train,0,3,2,2.1503491401672363,"[0.03239214047789574, 0.04417184740304947, 0.13292786478996277, 0.11644347757101059, 0.28474801778793335, 0.1973377913236618, 0.06798367202281952, 0.08561308681964874, 0.027960898354649544, 0.010421221144497395]",1.9862499237060547
151,train,0,6,6,3.369753837585449,"[0.05327296629548073, 0.10185112059116364, 0.06574419140815735, 0.07656359672546387, 0.09217699617147446, 0.18521524965763092, 0.03439810499548912, 0.29281729459762573, 0.04504689574241638, 0.052913591265678406]",2.0673511028289795
27947,train,0,3,5,1.4649839401245117,"[0.025748416781425476, 0.046709559857845306, 0.10904130339622498, 0.23108167946338654, 0.14179937541484833, 0.2925173044204712, 0.056941062211990356, 0.05872296541929245, 0.02815125696361065, 0.009287039749324322]",1.9276691675186157
37605,train,0,0,0,2.044782876968384,"[0.12940828502178192, 0.15727995336055756, 0.0640576034784317, 0.03835008665919304, 0.046242132782936096, 0.045739978551864624, 0.018511507660150528, 0.017377285286784172, 0.38296717405319214, 0.10006606578826904]",1.8820557594299316
