sample_id,split,epoch,noisy_label,clean_label,per_sample_loss,per_sample_probs,predictive_entropy
34464,train,0,2,4,2.3262460231781006,"[0.04221826046705246, 0.03977782651782036, 0.09766166657209396, 0.243398055434227, 0.05037721246480942, 0.10346563160419464, 0.24111934006214142, 0.1107378751039505, 0.012984850443899632, 0.0582592636346817]",2.0269501209259033
18219,train,0,6,7,1.7405974864959717,"[0.030720053240656853, 0.023135380819439888, 0.08636484295129776, 0.17192240059375763, 0.05974259227514267, 0.12001604586839676, 0.1754155457019806, 0.30473387241363525, 0.006280143745243549, 0.02166919596493244]",1.9134690761566162
7190,train,0,6,6,1.1095384359359741,"[0.04317094013094902, 0.02087394893169403, 0.13536910712718964, 0.168426975607872, 0.1151118129491806, 0.08631143718957901, 0.32971110939979553, 0.07478754967451096, 0.010598020628094673, 0.015639083459973335]",1.920426368713379
822,train,0,0,0,1.069535255432129,"[0.3431679308414459, 0.11418416351079941, 0.0954953134059906, 0.05275745689868927, 0.06059308350086212, 0.028844263404607773, 0.04370536655187607, 0.04257986322045326, 0.17361906170845032, 0.04505348950624466]",1.9813183546066284
44846,train,0,4,4,3.3242945671081543,"[0.035453978925943375, 0.033598002046346664, 0.09905245900154114, 0.29385656118392944, 0.0359979011118412, 0.12752054631710052, 0.13507260382175446, 0.18340204656124115, 0.014861149713397026, 0.041184768080711365]",1.978983759880066
2763,train,0,5,5,2.8121752738952637,"[0.09766681492328644, 0.1338627189397812, 0.08625416457653046, 0.12030772119760513, 0.06549310684204102, 0.06007418408989906, 0.17701691389083862, 0.1014658510684967, 0.03407502919435501, 0.12378352880477905]",2.2224016189575195
42497,train,0,8,8,1.6689258813858032,"[0.1272542029619217, 0.1532779186964035, 0.08717308938503265, 0.12837667763233185, 0.057890307158231735, 0.04895711690187454, 0.08008968085050583, 0.06909351050853729, 0.18844936788082123, 0.05943808704614639]",2.207796096801758
23826,train,0,0,4,2.2036187648773193,"[0.110402911901474, 0.041602782905101776, 0.152362659573555, 0.05992129072546959, 0.19060808420181274, 0.052087485790252686, 0.2635939121246338, 0.07326629757881165, 0.018526259809732437, 0.03762833774089813]",2.0410144329071045
18786,train,0,1,9,1.6926127672195435,"[0.2069254219532013, 0.18403802812099457, 0.050136927515268326, 0.040221866220235825, 0.04298759251832962, 0.014934070408344269, 0.029246769845485687, 0.023329580202698708, 0.33791130781173706, 0.07026832550764084]",1.8590503931045532
41372,train,0,3,3,2.0472307205200195,"[0.07186735421419144, 0.17476189136505127, 0.053189966827631, 0.12909191846847534, 0.03357750549912453, 0.09259022772312164, 0.10753148049116135, 0.14383547008037567, 0.03276516869664192, 0.16078896820545197]",2.1732559204101562
43002,train,0,0,0,1.164611577987671,"[0.31204381585121155, 0.021075617522001266, 0.12587977945804596, 0.04955635964870453, 0.04378572478890419, 0.016527634114027023, 0.031036874279379845, 0.018863633275032043, 0.37274807691574097, 0.008482561446726322]",1.6503030061721802
36954,train,0,5,5,2.085772752761841,"[0.02970394864678383, 0.014677753672003746, 0.11165546625852585, 0.3523388206958771, 0.04679352045059204, 0.12421111017465591, 0.22820882499217987, 0.07350127398967743, 0.008659754879772663, 0.010249484330415726]",1.7982280254364014
9365,train,0,1,1,1.0756465196609497,"[0.062150854617357254, 0.34107711911201477, 0.027683112770318985, 0.06549885869026184, 0.02315554954111576, 0.0327833816409111, 0.05614316835999489, 0.03101625107228756, 0.0889233648777008, 0.27156829833984375]",1.8552196025848389
8066,train,0,6,4,1.045048713684082,"[0.042647834867239, 0.017881669104099274, 0.12681636214256287, 0.20430020987987518, 0.09425773471593857, 0.08315534144639969, 0.3516746759414673, 0.05759172886610031, 0.010865761898458004, 0.010808652266860008]",1.8522387742996216
11592,train,0,9,9,1.3105920553207397,"[0.08986160159111023, 0.22425353527069092, 0.0534060113132, 0.07290194183588028, 0.03698044642806053, 0.04203212633728981, 0.08227800577878952, 0.06165371090173721, 0.0669722929596901, 0.2696603536605835]",2.0660555362701416
18572,train,0,9,0,1.383859634399414,"[0.06454471498727798, 0.3401295840740204, 0.02455996908247471, 0.0644848644733429, 0.02245883084833622, 0.026278741657733917, 0.04987981542944908, 0.028411250561475754, 0.12864284217357635, 0.2506093978881836]",1.8537123203277588
