sample_id,split,epoch,noisy_label,clean_label,per_sample_loss,per_sample_probs,predictive_entropy
4897,train,0,8,8,2.447021722793579,"[0.6193599104881287, 0.1505856215953827, 0.06582188606262207, 0.0014611660735681653, 0.005634419620037079, 0.006072347052395344, 0.020742297172546387, 0.007027589716017246, 0.08655097335577011, 0.03674377501010895]",1.2790251970291138
39796,train,0,4,7,2.5973029136657715,"[0.06756631284952164, 0.15139180421829224, 0.13103143870830536, 0.0670488253235817, 0.07447417080402374, 0.20862795412540436, 0.14465036988258362, 0.05311181768774986, 0.05134362727403641, 0.0507536381483078]",2.1750669479370117
34838,train,0,9,5,2.4717295169830322,"[0.12441190332174301, 0.1653374880552292, 0.14120188355445862, 0.05942803621292114, 0.08915968984365463, 0.11984091997146606, 0.1263471096754074, 0.05066421627998352, 0.039170041680336, 0.08443868160247803]",2.2189197540283203
37448,train,0,7,7,2.662574291229248,"[0.02723572589457035, 0.03734050691127777, 0.18880774080753326, 0.0792316272854805, 0.08745859563350677, 0.3643952012062073, 0.11139048635959625, 0.06976838409900665, 0.009806371293962002, 0.024565357714891434]",1.8841280937194824
40300,train,0,7,7,3.3931937217712402,"[0.21263909339904785, 0.08219432830810547, 0.1198013424873352, 0.03343553468585014, 0.047830503433942795, 0.11211227625608444, 0.06853038817644119, 0.033601194620132446, 0.17007680237293243, 0.11977855116128922]",2.146327018737793
40382,train,0,5,5,1.2625089883804321,"[0.09208150207996368, 0.06405765563249588, 0.14041396975517273, 0.07455757260322571, 0.06583701074123383, 0.2829432189464569, 0.10279373079538345, 0.03224754333496094, 0.07389138638973236, 0.07117635011672974]",2.126399517059326
24362,train,0,8,8,1.6501891613006592,"[0.2881338596343994, 0.0694052055478096, 0.16516728699207306, 0.011221976950764656, 0.033582620322704315, 0.07508891075849533, 0.04958349093794823, 0.016436589881777763, 0.19201359152793884, 0.09936653822660446]",1.9626617431640625
40308,train,0,7,7,3.2814290523529053,"[0.07235969603061676, 0.2683523893356323, 0.11381902545690536, 0.05696262791752815, 0.11585758626461029, 0.07664070278406143, 0.11180955171585083, 0.03757452592253685, 0.050235047936439514, 0.0963887944817543]",2.1441850662231445
48921,train,0,9,9,2.180729866027832,"[0.10010267794132233, 0.09530726820230484, 0.15941201150417328, 0.05834181234240532, 0.08201628178358078, 0.18055309355258942, 0.0949215218424797, 0.04268645867705345, 0.07369977235794067, 0.11295904964208603]",2.223754644393921
15290,train,0,7,7,3.322111129760742,"[0.09761959314346313, 0.08075648546218872, 0.24572795629501343, 0.04307086393237114, 0.06867629289627075, 0.20945464074611664, 0.10766059160232544, 0.036076586693525314, 0.06182580441236496, 0.04913124814629555]",2.1019821166992188
35739,train,0,7,6,3.4309592247009277,"[0.11507903784513474, 0.11323259025812149, 0.1792241781949997, 0.03748401254415512, 0.06715791672468185, 0.19731642305850983, 0.10302478075027466, 0.032355885952711105, 0.1001628190279007, 0.05496230721473694]",2.1633663177490234
2123,train,0,4,4,2.5021023750305176,"[0.0381743386387825, 0.0487997867166996, 0.21596814692020416, 0.06440667062997818, 0.08191261440515518, 0.3209996521472931, 0.08842754364013672, 0.07122784852981567, 0.023141775280237198, 0.046941664069890976]",1.9827890396118164
4181,train,0,6,6,1.772605299949646,"[0.046470433473587036, 0.16380929946899414, 0.1167876273393631, 0.09095382690429688, 0.12263411283493042, 0.16229699552059174, 0.16988977789878845, 0.06633640825748444, 0.033963099122047424, 0.026858413591980934]",2.1534101963043213
28251,train,0,5,5,1.5693647861480713,"[0.1535486876964569, 0.05845649540424347, 0.17813844978809357, 0.05425672233104706, 0.05245257914066315, 0.2081773579120636, 0.13424377143383026, 0.030260659754276276, 0.04960102587938309, 0.08086428791284561]",2.12823748588562
35130,train,0,5,3,1.7430965900421143,"[0.1682082563638687, 0.0708000659942627, 0.185696542263031, 0.029500562697649002, 0.04758012294769287, 0.17497773468494415, 0.1051105409860611, 0.03441265597939491, 0.10252252966165543, 0.08119099587202072]",2.1439127922058105
44754,train,0,1,1,1.3327343463897705,"[0.2653181552886963, 0.26375508308410645, 0.08774807304143906, 0.013592652976512909, 0.02998792938888073, 0.02068956010043621, 0.07522788643836975, 0.015948181971907616, 0.14483658969402313, 0.08289597183465958]",1.9077928066253662
2348,train,0,3,3,2.6084532737731934,"[0.04422910138964653, 0.0854138508439064, 0.20469865202903748, 0.0736483782529831, 0.07216134667396545, 0.26076045632362366, 0.12691916525363922, 0.08484123647212982, 0.024516459554433823, 0.022811252623796463]",2.0535130500793457
30007,train,0,4,2,3.1372814178466797,"[0.26640239357948303, 0.07713396102190018, 0.15160509943962097, 0.02215072326362133, 0.04340062290430069, 0.14085474610328674, 0.07176417857408524, 0.02781279757618904, 0.10032972693443298, 0.09854573011398315]",2.080373525619507
2060,train,0,0,0,0.4688332676887512,"[0.625731885433197, 0.04613245278596878, 0.03942631557583809, 0.001137978513725102, 0.0038480120711028576, 0.003332394640892744, 0.007999856024980545, 0.003916880115866661, 0.20792052149772644, 0.06055367738008499]",1.1675748825073242
29001,train,0,4,3,2.7264721393585205,"[0.05334518477320671, 0.050421521067619324, 0.23493947088718414, 0.07254471629858017, 0.0654497742652893, 0.32200485467910767, 0.09295478463172913, 0.03177502006292343, 0.03358980640769005, 0.04297487437725067]",1.9605937004089355
26175,train,0,2,2,1.3106662034988403,"[0.02549600414931774, 0.05263214930891991, 0.26964032649993896, 0.08408082276582718, 0.10799193382263184, 0.29498228430747986, 0.07456928491592407, 0.057941168546676636, 0.016031414270401, 0.016634561121463776]",1.9036166667938232
30529,train,0,5,8,4.02960205078125,"[0.36099329590797424, 0.056570932269096375, 0.05314873531460762, 0.006376931443810463, 0.011591468937695026, 0.01778140477836132, 0.021287400275468826, 0.007203900255262852, 0.34845665097236633, 0.11658924072980881]",1.5772367715835571
588,train,0,6,6,1.8948901891708374,"[0.028593439608812332, 0.13872331380844116, 0.12908898293972015, 0.14600791037082672, 0.15155614912509918, 0.15292221307754517, 0.15033483505249023, 0.060125019401311874, 0.014960831962525845, 0.027687299996614456]",2.1100597381591797
45105,train,0,4,1,3.2015786170959473,"[0.24355678260326385, 0.2931680381298065, 0.12047681212425232, 0.019744260236620903, 0.04069790244102478, 0.03410405293107033, 0.0656059980392456, 0.0365104153752327, 0.08748254179954529, 0.058653175830841064]",1.9607460498809814
44160,train,0,3,5,2.6862926483154297,"[0.10217559337615967, 0.10352291911840439, 0.12609335780143738, 0.06813305616378784, 0.06910346448421478, 0.24962987005710602, 0.11719216406345367, 0.03570079430937767, 0.056055642664432526, 0.07239315658807755]",2.1648976802825928
40413,train,0,9,9,2.1787586212158203,"[0.5640325546264648, 0.05475547909736633, 0.07391107827425003, 0.003142662812024355, 0.009498114697635174, 0.0092632956802845, 0.011152943596243858, 0.011672495864331722, 0.14938952028751373, 0.11318192631006241]",1.4129934310913086
16532,train,0,8,8,2.195347309112549,"[0.6157510280609131, 0.1550031453371048, 0.044620662927627563, 0.0014551006024703383, 0.0058588734827935696, 0.0029672039672732353, 0.015889834612607956, 0.004711681045591831, 0.1113198921084404, 0.042422495782375336]",1.2527031898498535
4726,train,0,0,0,0.8551414012908936,"[0.42522305250167847, 0.2712934613227844, 0.08713565021753311, 0.0060003758408129215, 0.01874254085123539, 0.011550236493349075, 0.0400124192237854, 0.020903022959828377, 0.058394890278577805, 0.06074441224336624]",1.6325956583023071
5071,train,0,9,9,2.4573302268981934,"[0.09379810839891434, 0.02611246332526207, 0.2754761278629303, 0.03849206119775772, 0.07581781595945358, 0.28154754638671875, 0.04152379184961319, 0.022455470636487007, 0.05911318585276604, 0.08566334843635559]",1.9451724290847778
24118,train,0,2,3,1.9583845138549805,"[0.02240128628909588, 0.1548290252685547, 0.1410861313343048, 0.14089486002922058, 0.14275069534778595, 0.17401373386383057, 0.13125410676002502, 0.05705355480313301, 0.018014278262853622, 0.017702236771583557]",2.0821895599365234
41069,train,0,0,5,2.0240683555603027,"[0.1321168690919876, 0.07847853004932404, 0.1343831866979599, 0.05524813383817673, 0.06633568555116653, 0.21583494544029236, 0.11725836992263794, 0.04365048184990883, 0.07350083440542221, 0.08319306373596191]",2.194502830505371
19371,train,0,0,0,2.110151529312134,"[0.12121959030628204, 0.060438141226768494, 0.22110451757907867, 0.03730928897857666, 0.07109838724136353, 0.1883377581834793, 0.0865347608923912, 0.04701856151223183, 0.07362845540046692, 0.09331060945987701]",2.1530566215515137
3836,train,0,1,1,1.2654500007629395,"[0.20353254675865173, 0.2821123003959656, 0.09524382650852203, 0.022568393498659134, 0.046729568392038345, 0.05084634944796562, 0.10404827445745468, 0.0245138481259346, 0.09759750217199326, 0.07280734181404114]",2.029348373413086
29776,train,0,1,9,2.616251230239868,"[0.07714857161045074, 0.07307630032300949, 0.2515907287597656, 0.034220971167087555, 0.06830810010433197, 0.23529405891895294, 0.12614935636520386, 0.02726113051176071, 0.05053350329399109, 0.05641729012131691]",2.0477051734924316
