sample_id,split,epoch,noisy_label,clean_label,per_sample_loss,per_sample_probs,predictive_entropy
17276,train,0,1,9,1.2192546129226685,"[0.15582267940044403, 0.2954502999782562, 0.04570052772760391, 0.02197268232703209, 0.01571737416088581, 0.035119470208883286, 0.04183939844369888, 0.04713456332683563, 0.09797755628824234, 0.24326549470424652]",1.9059677124023438
44267,train,0,1,3,3.0648274421691895,"[0.07568328082561493, 0.046661898493766785, 0.1866452693939209, 0.23869317770004272, 0.05711888521909714, 0.06933021545410156, 0.1432737559080124, 0.14704571664333344, 0.02462879568338394, 0.010919046588242054]",2.0429601669311523
13959,train,0,4,4,2.7232513427734375,"[0.03876051679253578, 0.043329015374183655, 0.16349515318870544, 0.2543456554412842, 0.06566092371940613, 0.08385809510946274, 0.14258477091789246, 0.18379729986190796, 0.017679909244179726, 0.006488662678748369]",1.986055850982666
26817,train,0,8,9,2.5872418880462646,"[0.19871093332767487, 0.25068193674087524, 0.07057742029428482, 0.05312278866767883, 0.025829164311289787, 0.06096886098384857, 0.04437025263905525, 0.05303908511996269, 0.07522723823785782, 0.1674722582101822]",2.063829183578491
24588,train,0,8,8,1.6580445766448975,"[0.2892701327800751, 0.1933254450559616, 0.08979837596416473, 0.012457494623959064, 0.024072986096143723, 0.011446606367826462, 0.03062436170876026, 0.019725030288100243, 0.19051115214824677, 0.13876836001873016]",1.8625872135162354
40918,train,0,2,2,1.5356364250183105,"[0.6222169995307922, 0.009419522248208523, 0.21531862020492554, 0.01323446724563837, 0.04790782183408737, 0.004672895651310682, 0.015618965961039066, 0.0035704548936337233, 0.05894187465310097, 0.009098432026803493]",1.1924124956130981
19401,train,0,5,5,2.181302309036255,"[0.08713486790657043, 0.23421110212802887, 0.0740971490740776, 0.09788652509450912, 0.02741232141852379, 0.11289440840482712, 0.10202760994434357, 0.08262081444263458, 0.08996562659740448, 0.09174960106611252]",2.19248628616333
31185,train,0,5,5,2.4841551780700684,"[0.04093193635344505, 0.04937751218676567, 0.21279487013816833, 0.2801048159599304, 0.0653039738535881, 0.08339598774909973, 0.14898674190044403, 0.08775535970926285, 0.023270191624760628, 0.008078617043793201]",1.9740781784057617
33839,train,0,1,9,1.1889153718948364,"[0.1014864593744278, 0.3045514225959778, 0.03125034645199776, 0.03272996097803116, 0.012479147873818874, 0.060977090150117874, 0.039657074958086014, 0.06887366622686386, 0.05566402152180672, 0.2923308312892914]",1.8723394870758057
34451,train,0,5,5,2.043450355529785,"[0.03611655533313751, 0.049297135323286057, 0.1196693405508995, 0.3285053074359894, 0.03478143364191055, 0.12958084046840668, 0.13671927154064178, 0.13439196348190308, 0.02158936858177185, 0.00934869609773159]",1.9379476308822632
37031,train,0,9,9,3.987663745880127,"[0.05229964107275009, 0.11172551661729813, 0.14170683920383453, 0.2710139751434326, 0.05098026990890503, 0.11209921538829803, 0.13693474233150482, 0.06177385896444321, 0.04292291775345802, 0.01854298636317253]",2.08030366897583
32847,train,0,1,1,1.5607517957687378,"[0.21420331299304962, 0.2099781334400177, 0.06361017376184464, 0.0312868170440197, 0.023108411580324173, 0.04302552342414856, 0.04060264304280281, 0.06684321910142899, 0.0896640196442604, 0.2176777869462967]",2.022902250289917
44897,train,0,5,3,2.192650079727173,"[0.08044642210006714, 0.20841766893863678, 0.10654792189598083, 0.16498571634292603, 0.0445772260427475, 0.11162055283784866, 0.11076086759567261, 0.056051623076200485, 0.07185087352991104, 0.04474109783768654]",2.182277202606201
29717,train,0,3,0,1.4693588018417358,"[0.05421745777130127, 0.04493654519319534, 0.24713915586471558, 0.2300729602575302, 0.06471141427755356, 0.05685563385486603, 0.16905519366264343, 0.10090376436710358, 0.023386450484395027, 0.00872139073908329]",1.9822636842727661
25878,train,0,6,6,2.1527531147003174,"[0.09728502482175827, 0.16095836460590363, 0.11747124791145325, 0.10637453198432922, 0.049555834382772446, 0.11128347367048264, 0.11616387218236923, 0.11627405136823654, 0.06311183422803879, 0.061521679162979126]",2.2500524520874023
23114,train,0,2,3,1.165808916091919,"[0.060097239911556244, 0.026312069967389107, 0.3116704523563385, 0.18268980085849762, 0.104338139295578, 0.040191348642110825, 0.18171747028827667, 0.06320729106664658, 0.024521565064787865, 0.005254646297544241]",1.906537652015686
27374,train,0,7,7,1.919608235359192,"[0.037732914090156555, 0.038509953767061234, 0.19478961825370789, 0.2701064646244049, 0.05909603089094162, 0.08414799720048904, 0.1438610702753067, 0.14666441082954407, 0.019106602296233177, 0.005985008552670479]",1.9634404182434082
10351,train,0,1,9,1.4429945945739746,"[0.1460343450307846, 0.23621928691864014, 0.07368066906929016, 0.09349707514047623, 0.029277725145220757, 0.11356811970472336, 0.06495735794305801, 0.06356266885995865, 0.07721742242574692, 0.10198535770177841]",2.169326066970825
3485,train,0,1,1,1.7198588848114014,"[0.15637265145778656, 0.17909139394760132, 0.07260715216398239, 0.06847620755434036, 0.035290151834487915, 0.0843024030327797, 0.0681818500161171, 0.10276754945516586, 0.07523194700479507, 0.15767870843410492]",2.201552391052246
43896,train,0,8,7,3.5981738567352295,"[0.10660933703184128, 0.08546794950962067, 0.07169388234615326, 0.0626051276922226, 0.0314788743853569, 0.05719062685966492, 0.06793549656867981, 0.42671385407447815, 0.027373667806386948, 0.06293117254972458]",1.9024385213851929
23860,train,0,7,7,2.134086847305298,"[0.09158287942409515, 0.15269988775253296, 0.1001899465918541, 0.16323904693126678, 0.03710293769836426, 0.09752533584833145, 0.14588092267513275, 0.11835262179374695, 0.04881051182746887, 0.04461584612727165]",2.20103120803833
16262,train,0,9,9,2.658891201019287,"[0.09791340678930283, 0.21880985796451569, 0.0979275330901146, 0.11503025144338608, 0.03777929022908211, 0.12050272524356842, 0.10226984322071075, 0.06494181603193283, 0.07479939609766006, 0.07002582401037216]",2.2059664726257324
6615,train,0,5,5,2.475748062133789,"[0.05047458037734032, 0.03705912083387375, 0.20421293377876282, 0.21886663138866425, 0.06501176953315735, 0.08410004526376724, 0.11346085369586945, 0.1995377391576767, 0.01950431428849697, 0.007772019132971764]",1.9987545013427734
