sample_id,split,epoch,noisy_label,clean_label,per_sample_loss,per_sample_probs,predictive_entropy
21891,train,0,6,7,2.678148031234741,"[0.03873094171285629, 0.06511475145816803, 0.0626407042145729, 0.12967771291732788, 0.04717961326241493, 0.15302029252052307, 0.0686902403831482, 0.36155498027801514, 0.019705791026353836, 0.053684964776039124]",1.959716796875
1545,train,0,5,5,1.493100881576538,"[0.0711212009191513, 0.06087745353579521, 0.17121988534927368, 0.16882812976837158, 0.03119441494345665, 0.22467486560344696, 0.020684899762272835, 0.17560315132141113, 0.026785966008901596, 0.04901009798049927]",2.0349652767181396
15857,train,0,9,9,0.896863579750061,"[0.05341770872473717, 0.3158093988895416, 0.045110173523426056, 0.02683381550014019, 0.008215612731873989, 0.014282312244176865, 0.014967242255806923, 0.028590478003025055, 0.08492641896009445, 0.4078468084335327]",1.5972285270690918
7934,train,0,8,8,0.6326602697372437,"[0.24169906973838806, 0.04740017652511597, 0.07774881273508072, 0.0166937243193388, 0.00953815970569849, 0.012925632297992706, 0.004271578975021839, 0.017843328416347504, 0.5311768651008606, 0.0407026968896389]",1.4167613983154297
47438,train,0,7,7,1.8441741466522217,"[0.08038347959518433, 0.09132649749517441, 0.14332781732082367, 0.09877676516771317, 0.08207343518733978, 0.06879129260778427, 0.12660738825798035, 0.1581559032201767, 0.07946771383285522, 0.07108981162309647]",2.260146141052246
33387,train,0,1,3,3.1409783363342285,"[0.046232063323259354, 0.04324047267436981, 0.2580272853374481, 0.12626396119594574, 0.05370960757136345, 0.19495204091072083, 0.028201356530189514, 0.18224500119686127, 0.0205822866410017, 0.04654594138264656]",1.9981627464294434
15154,train,0,6,3,3.535188674926758,"[0.13170801103115082, 0.026130009442567825, 0.3133009672164917, 0.10062746703624725, 0.059797503054142, 0.13136626780033112, 0.029153253883123398, 0.1084609106183052, 0.06828758120536804, 0.031168008223176003]",2.027378559112549
15480,train,0,9,9,0.9683972597122192,"[0.042767494916915894, 0.3468392491340637, 0.037866104394197464, 0.03797704353928566, 0.0073673962615430355, 0.015177063643932343, 0.0230250246822834, 0.0276127178221941, 0.08167675137519836, 0.37969109416007996]",1.608222246170044
25048,train,0,9,1,1.3600289821624756,"[0.04319629445672035, 0.4722006022930145, 0.04042791575193405, 0.051425687968730927, 0.01138171087950468, 0.019530661404132843, 0.03096916154026985, 0.024036407470703125, 0.050178200006484985, 0.2566533386707306]",1.596583604812622
44591,train,0,1,1,1.5593364238739014,"[0.05261251702904701, 0.2102755606174469, 0.07877295464277267, 0.058190055191516876, 0.05927431583404541, 0.02795340120792389, 0.23619936406612396, 0.034776944667100906, 0.05534202232956886, 0.18660293519496918]",2.0470738410949707
21888,train,0,9,1,1.4351881742477417,"[0.05700279027223587, 0.31574490666389465, 0.05457258224487305, 0.06227835267782211, 0.024647321552038193, 0.034146033227443695, 0.042797014117240906, 0.03756598383188248, 0.13317438960075378, 0.23807057738304138]",1.9337918758392334
5370,train,0,2,2,1.7020368576049805,"[0.13748082518577576, 0.08703694492578506, 0.1823117733001709, 0.1181034967303276, 0.02409379556775093, 0.1275770366191864, 0.0214344784617424, 0.0843266099691391, 0.11133244633674622, 0.10630258917808533]",2.173927068710327
32249,train,0,1,9,1.5043072700500488,"[0.06475291401147842, 0.2221711277961731, 0.04457644000649452, 0.04193795844912529, 0.024308985099196434, 0.029204031452536583, 0.04201836511492729, 0.10440386831760406, 0.0661151185631752, 0.36051109433174133]",1.8931453227996826
48812,train,0,2,4,1.8018218278884888,"[0.07437361031770706, 0.07793860882520676, 0.16499799489974976, 0.1330908238887787, 0.03070298582315445, 0.12458904087543488, 0.03493587300181389, 0.2101806253194809, 0.049613118171691895, 0.09957727044820786]",2.1480391025543213
14998,train,0,9,9,1.3978078365325928,"[0.06589477509260178, 0.33294615149497986, 0.06425079703330994, 0.058529049158096313, 0.02438226342201233, 0.0338335745036602, 0.04210934787988663, 0.03397326543927193, 0.09694264084100723, 0.2471381276845932]",1.9129531383514404
45010,train,0,8,0,1.4912207126617432,"[0.5907087922096252, 0.020612208172678947, 0.08058137446641922, 0.011562885716557503, 0.013024897314608097, 0.016224434599280357, 0.003226892789825797, 0.02063470333814621, 0.22509770095348358, 0.018326103687286377]",1.276452660560608
20139,train,0,3,3,2.9388465881347656,"[0.054556477814912796, 0.0223622415214777, 0.282223105430603, 0.05292673781514168, 0.2334619015455246, 0.0540635846555233, 0.13813303411006927, 0.12667112052440643, 0.019627440720796585, 0.01597435027360916]",1.9319933652877808
